DATETIME,TOTALDEMAND,TEMPERATURE,Rain,Evap,Radn,VP,RH
2013-06-17,2866900.49,12.39,9.8,11.8,58.5,76.2,73.34
2013-06-24,3045958.85,10.74,57.4,9.6,52.1,68.6,76.24
2013-07-01,2947587.38,13.1,69.0,12.0,38.3,94.2,83.44
2013-07-08,2901629.0,10.55,0.0,13.9,75.7,62.6,69.22
2013-07-15,2954815.44,10.85,2.6,7.6,61.0,77.8,77.16
2013-07-22,2793848.38,13.72,1.2,17.2,63.0,82.4,71.69
2013-07-29,2919641.59,10.66,0.0,13.5,83.6,63.0,68.43
2013-08-05,2812472.93,12.47,2.6,17.5,84.9,70.8,71.32
2013-08-12,2788291.77,13.06,9.6,19.1,84.4,61.3,61.14
2013-08-19,2720088.24,13.8,0.0,30.0,105.5,51.6,53.3
2013-08-26,2798216.81,12.54,0.0,20.2,104.7,58.2,60.66
2013-09-02,2605080.15,15.52,0.0,22.4,114.4,78.9,66.07
2013-09-09,2555781.63,17.18,0.0,25.3,107.2,100.4,70.47
2013-09-16,2544667.9,16.86,8.6,27.8,106.5,74.8,61.66
2013-09-23,2509797.86,16.57,24.6,34.0,138.9,72.4,58.9
2013-09-30,2506394.16,19.05,0.0,43.3,157.1,68.8,51.99
2013-10-07,2456057.69,17.42,3.2,37.9,141.5,62.8,51.42
2013-10-14,2561753.5,19.24,2.0,49.3,172.9,79.4,55.02
2013-10-21,2531670.45,18.38,0.0,45.8,184.7,66.7,50.66
2013-10-28,2534504.43,19.01,3.8,40.2,156.9,83.4,54.21
2013-11-04,2514324.08,18.88,0.0,46.1,166.7,84.4,55.09
2013-11-11,2580118.88,18.66,30.0,43.1,139.6,89.1,60.17
2013-11-18,2517239.14,17.69,49.4,31.2,119.8,97.7,68.31
2013-11-25,2535370.77,19.51,85.2,42.3,164.0,122.8,73.07
2013-12-02,2527510.33,18.3,4.6,37.7,163.7,96.2,65.44
2013-12-09,2595203.08,19.8,4.6,49.4,187.9,95.7,59.07
2013-12-16,2675415.1,21.74,2.2,49.0,182.7,112.8,61.14
2013-12-23,2868637.52,24.0,0.8,54.0,195.1,133.1,63.04
2013-12-30,2282432.01,20.5,23.8,40.0,170.4,116.1,67.31
2014-01-06,2512276.54,22.87,0.8,50.8,190.0,115.1,57.87
2014-01-13,2588282.48,21.15,4.6,40.7,152.4,113.5,64.16
2014-01-20,2970871.37,23.42,0.0,53.0,200.9,136.3,67.81
2014-01-27,2590635.55,21.08,9.0,31.1,102.6,119.9,68.21
2014-02-03,2904192.41,23.62,0.0,59.0,208.8,120.9,60.11
2014-02-10,2724247.31,20.83,0.0,40.8,144.9,112.9,64.03
2014-02-17,2758493.51,22.05,26.4,24.0,80.7,147.4,74.29
2014-02-24,2632494.12,21.34,27.4,37.5,140.4,111.5,59.79
2014-03-03,2650171.08,20.88,45.8,22.1,85.5,136.7,78.06
2014-03-10,2645496.7,21.91,1.6,31.2,123.0,139.9,74.45
2014-03-17,2623318.64,21.21,18.2,34.8,127.1,124.2,70.04
2014-03-24,2655081.37,21.68,0.0,29.0,110.6,125.7,68.5
2014-03-31,2623248.01,20.59,83.6,17.6,76.0,137.8,78.98
2014-04-07,2595948.08,19.41,13.4,19.8,90.3,130.1,74.96
2014-04-14,2571586.09,18.52,19.6,14.6,67.6,114.4,74.29
2014-04-21,2385376.49,16.75,2.2,21.6,104.6,82.8,64.59
2014-04-28,2456150.9,16.98,0.4,14.4,70.4,97.6,71.74
2014-05-05,2616753.65,15.18,9.4,21.3,85.0,87.8,70.0
2014-05-12,2668100.62,15.07,0.8,17.7,83.9,82.6,70.67
2014-05-19,2650296.49,14.71,0.2,15.9,81.3,87.0,69.75
2014-05-26,2609519.52,15.91,0.0,15.4,73.7,95.1,71.54
2014-06-02,2621501.95,15.81,4.2,15.7,57.9,94.2,72.94
2014-06-09,2689985.21,13.27,10.6,12.1,57.6,79.7,72.86
2014-06-16,2789015.83,12.41,11.2,10.1,50.0,83.6,77.3
2014-06-23,2797622.94,12.08,0.6,11.3,55.9,74.0,71.36
2014-06-30,2829379.06,12.76,0.0,21.3,69.0,49.9,53.71
2014-07-07,2908166.03,10.18,0.0,14.3,75.2,56.5,68.16
2014-07-14,2936414.33,10.54,0.2,15.6,75.8,50.7,62.58
2014-07-21,2981927.66,10.98,3.0,13.7,61.6,60.5,65.47
2014-07-28,2900181.64,10.77,5.8,12.0,63.9,73.8,73.51
2014-08-04,2780660.59,13.44,0.0,24.8,85.0,51.4,51.17
2014-08-11,2885079.24,10.56,0.4,15.4,82.9,57.8,65.7
2014-08-18,2919885.23,10.92,86.8,14.0,69.9,74.6,77.03
2014-08-25,2812195.48,12.69,49.6,16.2,84.5,85.8,76.62
2014-09-01,2751535.71,13.72,42.4,17.9,79.7,89.1,77.72
2014-09-08,2746139.59,12.82,8.6,19.0,86.4,72.7,67.59
2014-09-15,2553631.01,15.77,6.8,24.1,110.3,89.0,68.21
2014-09-22,2531128.67,14.3,0.0,26.5,129.2,64.3,58.07
2014-09-29,2493265.72,16.55,3.2,32.0,124.1,87.6,67.3
2014-10-06,2417982.17,18.43,0.0,40.3,139.4,81.2,56.72
2014-10-13,2475898.17,18.24,0.0,34.5,134.8,95.1,65.34
2014-10-20,2491162.5,15.04,88.8,28.6,116.3,74.9,64.09
2014-10-27,2547634.3,19.99,0.8,37.3,149.3,115.3,65.39
2014-11-03,2527110.62,20.14,0.0,47.4,169.9,72.7,47.5
2014-11-10,2499834.77,18.65,7.8,37.3,160.9,108.1,70.46
2014-11-17,2553468.74,20.09,7.0,41.0,131.8,100.2,59.66
2014-11-24,2771131.21,22.24,0.0,48.6,165.7,114.3,56.64
2014-12-01,2596060.55,20.71,15.4,41.8,135.2,107.8,61.88
2014-12-08,2736586.53,22.71,110.6,41.0,140.7,144.6,69.2
2014-12-15,2533240.54,19.84,36.4,36.9,139.4,111.4,65.16
2014-12-22,2550810.66,20.67,0.0,43.6,173.6,107.5,61.89
2014-12-29,2307608.52,21.37,18.4,37.3,135.4,120.7,61.93
2015-01-05,2565019.7,23.77,0.6,47.0,188.8,135.3,62.22
2015-01-12,2725734.73,23.23,42.2,41.6,140.0,142.3,68.64
2015-01-19,2720959.42,23.46,2.0,48.3,174.8,126.1,62.05
2015-01-26,2746656.99,23.33,4.8,43.7,159.2,142.2,67.15
2015-02-02,2497089.07,19.28,77.0,39.6,135.3,99.2,62.97
2015-02-09,2609641.43,21.02,2.6,34.4,135.4,115.0,65.14
2015-02-16,2773786.91,22.94,25.0,38.4,140.5,151.4,74.94
2015-02-23,2765862.17,22.68,12.6,33.0,119.3,150.5,75.96
2015-03-02,2675033.32,21.4,5.0,33.3,105.0,135.8,70.36
2015-03-09,2670241.83,21.12,0.4,38.6,148.3,109.8,59.87
2015-03-16,2603555.18,20.04,5.2,29.6,104.7,118.7,69.37
2015-03-23,2638671.63,19.78,3.8,28.5,96.5,122.6,70.39
2015-03-30,2522750.91,17.97,10.8,30.2,101.7,96.3,62.54
2015-04-06,2415266.32,17.29,37.8,21.4,75.9,122.5,76.3
2015-04-13,2441415.39,15.93,8.6,24.0,91.5,90.3,64.36
2015-04-20,2545210.45,17.84,20.6,20.8,80.6,110.7,71.94
2015-04-27,2548997.25,14.6,227.4,17.8,87.1,102.8,75.97
2015-05-04,2622279.76,15.55,53.0,13.6,62.6,105.0,77.23
2015-05-11,2582691.92,14.66,0.0,26.2,92.8,63.5,55.29
2015-05-18,2723798.21,12.61,0.2,17.6,80.3,65.6,61.91
2015-05-25,2749397.64,13.18,25.2,15.0,63.8,83.7,73.2
2015-06-01,2809354.17,11.54,0.2,10.5,56.4,71.5,69.93
2015-06-08,2890869.2,10.24,1.0,12.6,75.0,60.7,66.19
2015-06-15,2841471.03,12.32,0.0,8.5,53.2,72.7,68.46
2015-06-22,2949807.6,11.25,56.0,7.2,48.6,80.5,77.29
2015-06-29,2885273.53,10.65,4.0,9.4,66.2,71.8,72.07
2015-07-06,3025036.85,8.63,3.4,11.3,71.3,54.5,66.54
2015-07-13,3071238.15,8.91,18.0,12.8,61.3,62.3,72.5
2015-07-20,3115368.03,9.09,18.6,11.6,63.1,57.0,71.11
2015-07-27,2903137.26,11.69,4.8,14.6,71.4,67.5,68.09
2015-08-03,2852013.68,11.52,0.0,17.2,83.4,57.1,61.61
2015-08-10,2971886.97,9.82,0.0,15.1,84.5,50.5,61.92
2015-08-17,2850746.64,11.86,0.0,18.8,90.8,56.6,64.14
2015-08-24,2728485.43,14.15,8.0,19.8,81.1,71.9,65.1
2015-08-31,2686305.09,13.44,39.4,18.0,91.7,72.8,66.34
2015-09-07,2677658.83,13.35,13.4,22.1,98.7,75.5,70.3
2015-09-14,2548577.29,14.72,0.0,27.2,127.0,70.0,60.84
2015-09-21,2522987.21,15.31,9.8,29.3,117.8,72.3,61.51
2015-09-28,2633076.28,13.49,10.2,28.0,117.3,62.2,56.76
2015-10-05,2459697.95,19.24,0.0,37.7,142.6,89.7,63.92
2015-10-12,2522026.79,19.51,2.8,34.9,122.1,85.3,56.57
2015-10-19,2552164.13,19.81,2.4,33.6,132.9,112.6,65.86
2015-10-26,2501344.11,19.0,28.8,33.5,106.8,107.5,68.89
2015-11-02,2472493.89,18.8,23.0,33.9,146.2,94.3,64.01
2015-11-09,2447874.45,18.55,35.6,24.5,95.1,116.5,74.91
2015-11-16,2484395.33,18.92,45.6,32.1,120.7,106.9,68.13
2015-11-23,2722145.75,22.43,0.0,45.1,170.6,105.8,59.29
2015-11-30,2685879.03,22.17,1.2,50.2,169.3,106.3,60.71
2015-12-07,2644061.64,20.41,0.0,47.9,174.4,101.3,61.61
2015-12-14,2747340.77,22.57,12.4,49.7,165.3,117.4,58.24
2015-12-21,2826329.55,22.15,2.4,47.2,156.7,123.6,63.12
2015-12-28,2309251.51,19.38,42.9,33.7,124.3,103.4,65.03
2016-01-04,2339389.42,20.04,14.0,40.8,165.3,103.5,63.13
2016-01-11,2556665.53,20.57,90.4,38.2,139.0,117.3,68.88
2016-01-18,2717189.54,21.2,48.2,42.5,149.9,120.3,65.31
2016-01-25,2872263.98,24.33,46.0,40.9,118.5,133.6,62.17
2016-02-01,2678034.61,22.63,63.4,35.6,114.1,135.3,67.6
2016-02-08,2639790.45,21.96,4.6,42.3,155.7,119.4,66.78
2016-02-15,2871435.67,23.77,0.0,46.5,174.0,130.2,62.62
2016-02-22,2806386.26,22.82,4.0,44.1,155.7,124.2,61.29
2016-02-29,2970109.95,23.97,2.2,42.5,148.5,137.2,65.29
2016-03-07,2931742.76,23.47,1.0,45.0,149.8,141.3,70.65
2016-03-14,2978404.87,24.63,0.0,40.2,121.3,149.1,67.49
2016-03-21,2609075.4,19.82,22.2,28.8,103.7,116.1,66.12
2016-03-28,2431864.37,19.82,0.4,26.8,109.0,121.5,73.06
2016-04-04,2555321.08,20.61,8.2,27.0,99.8,123.8,72.74
2016-04-11,2576051.51,19.63,1.0,28.3,93.9,113.7,68.24
2016-04-18,2521152.41,18.32,1.6,20.1,84.2,122.6,75.87
2016-04-25,2480386.04,17.55,10.2,20.1,82.6,118.3,75.74
2016-05-02,2509329.26,17.72,4.4,18.8,79.0,114.1,73.05
2016-05-09,2525490.11,16.72,2.8,19.6,76.7,95.0,71.44
2016-05-16,2513335.84,16.34,0.6,25.0,82.5,77.6,62.99
2016-05-23,2543422.62,15.69,0.0,20.3,77.6,85.5,68.27
2016-05-30,2723336.94,12.51,6.2,17.2,69.2,58.9,62.91
2016-06-06,2829861.41,14.6,297.8,12.4,44.4,96.0,77.98
2016-06-13,2719038.62,13.46,0.0,16.6,72.5,69.4,65.79
2016-06-20,2819956.49,13.23,33.4,14.5,58.5,87.1,76.01
2016-06-27,3000993.5,11.75,0.0,16.1,63.0,59.9,63.67
2016-07-04,3086954.05,9.06,1.6,12.8,73.7,57.9,69.77
2016-07-11,2961284.32,13.22,41.6,10.9,53.7,84.3,77.05
2016-07-18,2941452.76,10.82,1.4,16.3,80.3,62.6,64.64
2016-07-25,2775463.86,14.88,32.4,16.9,67.6,86.1,70.85
2016-08-01,2889737.63,11.99,0.0,16.5,77.0,64.3,68.63
2016-08-08,2975661.71,11.61,34.0,12.4,66.9,81.0,80.54
2016-08-15,2764683.62,12.64,0.0,20.2,98.4,64.3,66.97
2016-08-22,2736012.99,12.61,2.0,19.3,96.6,67.8,67.45
2016-08-29,2889267.04,11.59,63.4,16.1,90.2,66.5,71.42
2016-09-05,2659217.31,14.93,31.6,21.2,94.5,82.8,70.39
2016-09-12,2565033.96,15.91,1.4,25.5,121.9,89.5,69.2
2016-09-19,2564167.02,16.2,13.8,24.9,102.9,85.1,67.31
2016-09-26,2546811.42,15.4,1.2,24.8,107.7,78.9,65.11
2016-10-03,2445052.48,16.06,2.8,36.7,134.1,72.8,61.29
2016-10-10,2439127.6,19.14,0.0,44.7,152.4,77.6,57.01
2016-10-17,2426438.18,16.1,0.2,39.1,150.2,65.8,56.16
2016-10-24,2464321.34,16.4,16.2,37.9,152.2,76.1,60.01
2016-10-31,2416075.1,18.43,1.0,37.2,134.3,95.6,64.34
2016-11-07,2434545.72,19.01,0.0,49.4,198.7,67.3,47.02
2016-11-14,2543867.15,20.55,11.2,40.5,151.6,105.1,60.82
2016-11-21,2596373.92,20.64,0.8,43.7,171.2,108.6,63.24
2016-11-28,2598363.76,20.91,2.0,47.4,173.0,107.1,59.36
2016-12-05,2767468.18,22.8,1.2,47.6,166.9,125.8,63.54
2016-12-12,2664151.39,22.0,11.2,47.8,175.2,116.1,62.9
2016-12-19,2732941.67,22.29,33.4,41.5,106.2,118.6,64.54
2016-12-26,2558184.12,22.18,7.2,50.8,169.6,124.0,66.01
2017-01-02,2702278.97,24.98,1.8,44.6,134.2,149.6,64.17
2017-01-09,2628411.28,22.4,32.2,43.5,159.6,140.2,73.22
2017-01-16,3059867.91,25.99,1.8,54.0,169.7,151.9,61.64
2017-01-23,2958888.94,24.37,8.4,53.9,154.3,123.5,56.89
2017-01-30,2946738.83,24.74,4.6,43.8,120.3,147.6,66.07
2017-02-06,3137874.02,25.87,0.6,48.5,118.3,157.7,65.11
2017-02-13,3159956.63,25.17,20.8,46.8,153.9,158.4,65.94
2017-02-20,2737915.16,22.24,10.4,45.3,140.8,119.7,58.98
2017-02-27,2670863.67,21.66,43.4,41.6,131.7,125.8,68.85
2017-03-06,2665354.69,21.69,93.0,29.7,87.8,149.1,78.77
2017-03-13,2563145.29,20.04,3.8,32.0,116.1,120.5,71.45
