label,type,burnstatus,owning_age,StartDate,EndDate,pct_burn,area_ha
Wondai/2005/W/1,WF,OUT,QPWS,2005-04-20,2005-04-20,70,86.58269542
Maroochy River Regional Park/2005/W/1,WF,OUT,QPWS,2005-04-24,2005-04-24,60,0.21217138
Wondai State Forest/2005/W/3,WF,OUT,QPWS,2005-04-25,2005-04-25,70,138.7000084
Paluma Range National Park/2005/W/4,WF,OUT,QPWS,2005-05-26,2005-05-26,90,18.92440942
Barakula State Forest/2005/W/1,WF,OUT,QPWS,2005-05-28,2005-05-28,70,239.5608422
Paluma Range National Park/2005/W/5,WF,OUT,QPWS,2005-05-29,2005-05-29,75,13.85976829
Mount Windsor National Park/2005/W/1,WF,OUT,QPWS,2005-06-15,2005-06-15,70,10449.82701
Bellthorpe National Park/2005/W/1,WF,OUT,QPWS,2005-06-23,2005-06-23,95,2.14690937
Oyala Thumotang National Park (Cape York Peninsula Aboriginal Land)/2006/W/1,WF,OUT,QPWS,2005-07-02,2005-07-02,65,4776.026385
Rinyirru (Lakefield) National Park (Cape York Peninsula Aboriginal Land)/2005/W/1,WF,OUT,QPWS,2005-07-04,2005-07-04,70,7048.036097
Glass House Mountains National Park/2005/W/1,WF,OUT,QPWS,2005-07-09,2005-07-09,95,62.20762744
Wondai State Forest/2005/W/4,WF,OUT,QPWS,2005-07-25,2005-07-25,80,150.3739171
Deepwater National Park/2006/W/1,WF,OUT,QPWS,2005-07-28,2005-07-28,50,1.70672441
Eurimbula National Park/2005/W/2,WF,OUT,QPWS,2005-08-04,2005-08-04,60,3144.706082
Bingera National Park/2005/W/1,WF,OUT,QPWS,2005-08-05,2005-08-05,90,48.81877065
Oyala Thumotang National Park (Cape York Peninsula Aboriginal Land)/2006/W/2,WF,OUT,QPWS,2005-08-05,2005-08-05,70,7670.289357
Cairns (Whitfield-Kamerunga)/2005/W/1,WF,OUT,QPWS,2005-08-09,2005-08-09,100,2.09515642
Annan River (Yuku Baja-Muliku) National Park/2006/W/1,WF,OUT,QPWS,2005-08-09,2005-08-09,95,84.01140459
King Regional Park/2005/W/1,WF,OUT,QPWS,2005-08-11,2005-08-11,100,111.3139644
Cape Melville National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/003,WF,OUT,QPWS,2005-08-17,2005-08-19,0,4740.20596
Cape Melville National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/004,WF,OUT,QPWS,2005-08-17,2005-08-19,0,3975.333042
Carnarvon Nogoa/2005/W/1,WF,OUT,QPWS,2005-08-22,2005-08-22,75,580.57306
Bribie Island National Park/2005/W/2,WF,OUT,QPWS,2005-08-23,2005-08-23,95,0.24014612
Pluto Timber Reserve/2005/W/1,WF,OUT,QPWS,2005-08-23,2005-08-23,75,1783.096583
Bellthorpe National Park/2005/W/2,WF,OUT,QPWS,2005-09-03,2005-09-03,70,17.74918743
Bania National Park/2005/W/3,WF,OUT,QPWS,2005-09-03,2005-09-03,90,3429.759243
Bowling Green Bay National Park/2005/W/3,WF,OUT,QPWS,2005-09-04,2005-09-04,95,339.7906184
Oyala Thumotang National Park (Cape York Peninsula Aboriginal Land)/2006/W/3,WF,OUT,QPWS,2005-09-04,2005-09-04,70,34631.55613
Paluma Range National Park/2005/W/1,WF,OUT,QPWS,2005-09-05,2005-09-05,80,239.2491048
Ravenshoe State Forest 3/2005/W/2,WF,OUT,QPWS,2005-09-09,2005-09-09,100,6.3477565
D'Aguilar National Park/2005/W/1,WF,OUT,QPWS,2005-09-11,2005-09-11,98,841.6697301
Ravenshoe State Forest 3/2005/W/1,WF,OUT,QPWS,2005-09-14,2005-09-14,90,61.37718031
Mount Barney National Park/2005/W/1,WF,OUT,QPWS,2005-09-15,2005-09-15,85,23.28577607
Nerang National Park/2005/W/1,WF,OUT,QPWS,2005-09-15,2005-09-15,90,0.12870084
Errk Oykangand National Park (Cape York Peninsula Aboriginal Land)/2005/W/2,WF,OUT,QPWS,2005-09-15,2005-09-15,80,11682.74405
Oyala Thumotang National Park (Cape York Peninsula Aboriginal Land)/2006/W/4,WF,OUT,QPWS,2005-09-15,2005-09-15,60,21296.03293
Lamington NP - Green Mountains & Southern sections/2005/W/1,WF,OUT,QPWS,2005-09-16,2005-09-16,100,29.23750076
Wrattens National Park/2005/W/1,WF,OUT,QPWS,2005-09-16,2005-09-16,70,1508.32343
Wrattens Regional Park 2/2005/W/1,WF,OUT,QPWS,2005-09-16,2005-09-16,70,496.2293102
Wongi State Forest/2005/W/1,WF,OUT,QPWS,2005-09-16,2005-09-16,95,2129.339132
Eurimbula National Park/2005/W/1,WF,OUT,QPWS,2005-09-17,2005-09-17,100,4018.843874
Vernon State Forest/2005/W/1,WF,OUT,QPWS,2005-09-18,2005-09-18,70,495.4495221
Wondai State Forest/2005/W/5,WF,OUT,QPWS,2005-09-19,2005-09-19,60,75.49376765
Long Island Bend Regional Park/2005/W/2,WF,OUT,QPWS,2005-09-19,2005-09-19,100,23.8982047
Bowling Green Bay National Park/2005/W/1,WF,OUT,QPWS,2005-09-19,2005-09-19,90,449.618395
Lockyer National Park/2005/W/3,WF,OUT,QPWS,2005-09-20,2005-09-20,80,725.7377841
Bribie Island National Park/2005/W/3,WF,OUT,QPWS,2005-09-21,2005-09-21,90,138.112961
Barakula State Forest/2005/W/2,WF,OUT,QPWS,2005-09-22,2005-09-22,85,9519.427455
Beelbi Creek Regional Park/2005/W/1,WF,OUT,QPWS,2005-09-22,2005-09-22,100,7.41006697
Vernon Regional Park/2005/W/1,WF,OUT,QPWS,2005-09-23,2005-09-23,90,123.3979706
Calrossie State Forest/2005/W/1,WF,OUT,QPWS,2005-09-23,2005-09-23,90,7173.964572
Tamborine National Park/2005/W/1,WF,OUT,QPWS,2005-09-25,2005-09-25,90,10.51189148
Grongah National Park/2005/W/1,WF,OUT,QPWS,2005-09-25,2005-09-25,90,1076.519857
Koko State Forest/2005/W/1,WF,OUT,QPWS,2005-09-26,2005-09-26,80,7663.822282
Paluma Range National Park/2005/W/2,WF,OUT,QPWS,2005-09-26,2005-09-26,65,43.61347645
Nerang National Park/2005/W/2,WF,OUT,QPWS,2005-09-28,2005-09-28,80,142.0833365
Bingera National Park/2005/W/2,WF,OUT,QPWS,2005-09-28,2005-09-28,100,38.12187564
Palmer Goldfield Regional Park/2005/W/2,WF,OUT,QPWS,2005-09-28,2005-09-28,70,18959.61693
Girramay National Park/2005/W/1,WF,OUT,QPWS,2005-09-28,2005-09-28,90,169.4425339
Rinyirru (Lakefield) National Park (Cape York Peninsula Aboriginal Land)/2005/W/2,WF,OUT,QPWS,2005-09-28,2005-09-28,80,99757.05085
Paluma Range National Park/2005/W/3,WF,OUT,QPWS,2005-09-29,2005-09-29,95,20.02259496
Tamborine National Park/2005/W/3,WF,OUT,QPWS,2005-09-30,2005-09-30,75,0.78022774
Presho State Forest/2005/W/2,WF,OUT,QPWS,2005-10-01,2005-10-01,70,10899.26838
Belington Hut State Forest/2005/W/1,WF,OUT,QPWS,2005-10-01,2005-10-01,75,2297.213673
Belington Hut State Forest/2005/W/2,WF,OUT,QPWS,2005-10-01,2005-10-01,75,1348.920832
Burrum Coast National Park/2005/W/3,WF,OUT,QPWS,2005-10-01,2005-10-01,80,1260.013895
Macartney State Forest/2006/W/1,WF,OUT,QPWS,2005-10-01,2005-10-01,75,30290.85367
Oyala Thumotang National Park (Cape York Peninsula Aboriginal Land)/2006/W/5,WF,OUT,QPWS,2005-10-01,2005-10-01,80,52105.41009
Bowling Green Bay National Park/2005/W/2,WF,OUT,QPWS,2005-10-02,2005-10-02,100,377.3794568
Bowling Green Bay National Park/2005/W/4,WF,OUT,QPWS,2005-10-02,2005-10-02,100,454.3559554
The Bluff State Forest/2005/W/1,WF,OUT,QPWS,2005-10-03,2005-10-03,85,7471.768542
Main Range National Park/2005/W/1,WF,OUT,QPWS,2005-10-04,2005-10-04,85,5222.456029
Bribie Island National Park/2005/W/4,WF,OUT,QPWS,2005-10-05,2005-10-05,100,0.00428778
Wongi National Park/2005/W/1,WF,OUT,QPWS,2005-10-05,2005-10-05,80,1371.318874
The Bluff State Forest/2005/W/2,WF,OUT,QPWS,2005-10-05,2005-10-05,90,98.84758133
Trinity Forest Reserve/2005/W/1,WF,OUT,QPWS,2005-10-05,2005-10-05,90,321.7187725
Clemant State Forest/2005/W/1,WF,OUT,QPWS,2005-10-05,2005-10-05,80,324.4012177
Paluma Range National Park/2005/W/6,WF,OUT,QPWS,2005-10-05,2005-10-05,100,40.21499207
Western Creek State Forest/2005/W/2,WF,OUT,QPWS,2005-10-06,2005-10-06,90,5834.350309
Yelarbon State Forest/2005/W/1,WF,OUT,QPWS,2005-10-06,2005-10-06,85,63.2444265
Dunmore State Forest/2005/W/1,WF,OUT,QPWS,2005-10-06,2005-10-06,75,321.0476015
Dunmore State Forest/2005/W/2,WF,OUT,QPWS,2005-10-06,2005-10-06,85,950.7422477
Condamine State Forest/2005/W/1,WF,OUT,QPWS,2005-10-06,2005-10-06,70,2329.149282
Maleny National Park/2005/W/1,WF,OUT,QPWS,2005-10-06,2005-10-06,80,147.4412702
Cordalba National Park/2005/W/1,WF,OUT,QPWS,2005-10-06,2005-10-06,85,742.4215443
Mount Maurice State Forest/2005/W/1,WF,OUT,QPWS,2005-10-06,2005-10-06,90,568.1372486
The Bluff State Forest/2005/W/3,WF,OUT,QPWS,2005-10-06,2005-10-06,95,5.13659574
Muundhi (Jack River) National Park (Cape York Peninsula Aboriginal Land)/2005/W/1,WF,OUT,QPWS,2005-10-06,2005-10-06,60,123599.581
Tamborine National Park/2005/W/4,WF,OUT,QPWS,2005-10-07,2005-10-07,75,1.97561329
Waroonga State Forest/2005/W/1,WF,OUT,QPWS,2005-10-07,2005-10-07,80,1143.410704
Burrum Coast National Park/2005/W/2,WF,OUT,QPWS,2005-10-07,2005-10-07,90,2082.218938
Western Creek State Forest/2005/W/3,WF,OUT,QPWS,2005-10-08,2005-10-08,85,2382.941901
D'Aguilar National Park/2005/W/2,WF,OUT,QPWS,2005-10-09,2005-10-09,85,420.6222044
Conondale National Park/2006/W/1,WF,OUT,QPWS,2005-10-09,2005-10-09,100,160.5728947
Dyngie State Forest/2005/W/1,WF,OUT,QPWS,2005-10-09,2005-10-09,80,1782.139003
Bellthorpe National Park/2005/W/3,WF,OUT,QPWS,2005-10-09,2005-10-09,95,45.61436554
Bellthorpe National Park/2005/W/4,WF,OUT,QPWS,2005-10-09,2005-10-09,80,248.4572601
Camboon State Forest/2005/W/1,WF,OUT,QPWS,2005-10-09,2005-10-09,80,2233.847018
Auburn State Forest/2005/W/1,WF,OUT,QPWS,2005-10-09,2005-10-09,90,1686.04443
Conondale National Park/2006/W/2,WF,OUT,QPWS,2005-10-09,2005-10-09,80,410.3990774
Ravenshoe State Forest 3/2005/W/4,WF,OUT,QPWS,2005-10-09,2005-10-09,80,282.7399228
Annan River (Yuku Baja-Muliku) Regional Park/2006/W/1,WF,OUT,QPWS,2005-10-09,2005-10-09,80,1026.384988
Rinyirru (Lakefield) National Park (Cape York Peninsula Aboriginal Land)/2005/W/3,WF,OUT,QPWS,2005-10-09,2005-10-09,90,84032.15171
Mooloolah River National Park/2005/W/1,WF,OUT,QPWS,2005-10-10,2005-10-10,80,2.96647344
Conondale National Park/2005/W/1,WF,OUT,QPWS,2005-10-10,2005-10-10,4,2361.111664
Maleny National Park/2005/W/2,WF,OUT,QPWS,2005-10-11,2005-10-11,90,32.29624682
Walli Forest Reserve/2005/W/1,WF,OUT,QPWS,2005-10-11,2005-10-11,95,65.2093123
Girringun National Park/2005/W/2,WF,OUT,QPWS,2005-10-11,2005-10-11,95,32.35266831
Cape Melville National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/002,WF,OUT,QPWS,2005-10-11,2005-10-13,0,4056.997974
Conondale National Park/2005/W/2,WF,OUT,QPWS,2005-10-13,2005-10-13,2,0.56644447
Tewantin National Park/2005/W/1,WF,OUT,QPWS,2005-10-13,2005-10-13,80,47.41388331
Kroombit Tops National Park/2005/W/1,WF,OUT,QPWS,2005-10-13,2005-10-13,75,10.22576464
Burrum Coast National Park/2005/W/1,WF,OUT,QPWS,2005-10-13,2005-10-13,85,63.95345235
Jardine/2006/W/1,WF,OUT,QPWS,2005-10-14,2005-10-14,100,1340.522077
Heathlands Regional Park/2005/W/1,WF,OUT,QPWS,2005-10-15,2005-10-15,90,37741.50438
Carnarvon National Park/2006/W/1,WF,OUT,QPWS,2005-10-20,2005-10-20,75,892.9724215
Errk Oykangand National Park (Cape York Peninsula Aboriginal Land)/2005/W/3,WF,OUT,QPWS,2005-10-20,2005-10-20,85,6525.182851
Millstream Falls National Park/2005/W/1,WF,OUT,QPWS,2005-10-21,2005-10-21,50,1.57021037
Kamerunga Regional Park/2006/W/2,WF,OUT,QPWS,2005-10-22,2005-10-22,70,6.53202127
Proserpine State Forest/2005/W/1,WF,OUT,QPWS,2005-10-26,2005-10-26,50,881.2481589
Girringun National Park/2005/W/3,WF,OUT,QPWS,2005-10-26,2005-10-26,60,8283.79536
Annan River (Yuku Baja-Muliku) National Park/2006/W/2,WF,OUT,QPWS,2005-10-27,2005-10-27,80,24121.62734
Errk Oykangand National Park (Cape York Peninsula Aboriginal Land)/2005/W/4,WF,OUT,QPWS,2005-10-28,2005-10-28,80,15606.02099
Oyala Thumotang National Park (Cape York Peninsula Aboriginal Land)/2006/W/6,WF,OUT,QPWS,2005-10-28,2005-10-28,80,17287.50116
Koombooloomba South Forest Reserve/2005/W/1,WF,OUT,QPWS,2005-10-30,2005-10-30,90,1121.688997
Staaten River National Park/2005/W/3,WF,OUT,QPWS,2005-10-30,2005-10-30,65,128517.8772
Mapleton Regional Park/2005/W/1,WF,OUT,QPWS,2005-10-31,2005-10-31,90,7.14875353
Herberton Range Regional Park/2005/W/1,WF,OUT,QPWS,2005-10-31,2005-10-31,85,104.5042441
Girringun National Park/2005/W/1,WF,OUT,QPWS,2005-10-31,2005-10-31,100,41.78377061
Kamerunga Regional Park/2006/W/1,WF,OUT,QPWS,2005-11-10,2005-11-10,70,17.49391941
Millstream Falls National Park/2005/W/2,WF,OUT,QPWS,2005-11-12,2005-11-12,95,191.5542532
Trinity Forest Reserve/2005/W/2,WF,OUT,QPWS,2005-11-12,2005-11-12,70,563.2291476
Ravenshoe Forest Reserve 1/2005/W/1,WF,OUT,QPWS,2005-11-14,2005-11-14,90,1097.743587
Girringun National Park/2005/W/4,WF,OUT,QPWS,2005-11-14,2005-11-14,70,189.4438702
Ngalba Bulal National Park/2005/W/1,WF,OUT,QPWS,2005-11-15,2005-11-15,65,54183.52503
Koombooloomba South Forest Reserve/2005/W/3,WF,OUT,QPWS,2005-11-16,2005-11-16,80,4332.576675
Ravenshoe State Forest 3/2005/W/3,WF,OUT,QPWS,2005-11-16,2005-11-16,80,97.88876787
Dan Dan State Forest/NP/W/2016/001,WF,OUT,QPWS,2005-11-16,2005-11-21,0,1316.387255
Cooloola Rainbow Beach/2006/W/1,WF,OUT,QPWS,2005-11-18,2005-11-18,90,72.2279957
Ravenshoe State Forest 3/2005/W/5,WF,OUT,QPWS,2005-11-18,2005-11-18,80,1.93060576
Blackbraes National Park/2005/W/1,WF,OUT,QPWS,2005-11-19,2005-11-19,75,750.2417867
Girringun National Park/2005/W/5,WF,OUT,QPWS,2005-11-20,2005-11-20,50,525.3120369
Presho State Forest/2005/W/1,WF,OUT,QPWS,2005-11-21,2005-11-21,50,419.1388765
Cairns Coast Far Northern Marine/2005/W/1,WF,OUT,QPWS,2005-11-24,2005-11-24,80,33.9622292
Gadgarra National Park/2005/W/1,WF,OUT,QPWS,2005-11-27,2005-11-27,95,258.5268263
Great Sandy National Park/2005/W/1,WF,OUT,QPWS,2005-11-28,2005-11-28,98,4202.924215
Cudmore (Limited Depth) National Park/2005/W/1,WF,OUT,QPWS,2005-11-28,2005-11-28,65,8978.960709
Millstream Falls National Park/2005/W/3,WF,OUT,QPWS,2005-11-28,2005-11-28,90,2.13541226
Koombooloomba South Forest Reserve/2005/W/2,WF,OUT,QPWS,2005-11-28,2005-11-28,85,783.2356759
Ravenshoe State Forest 3/2005/W/6,WF,OUT,QPWS,2005-11-28,2005-11-28,75,1843.436404
Grey Peaks National Park/2006/W/1,WF,OUT,QPWS,2005-11-28,2005-11-28,85,72.91556084
Barakula State Forest/2005/W/3,WF,OUT,QPWS,2005-11-29,2005-11-29,85,159.0094967
Mount Aberdeen National Park/2005/W/1,WF,OUT,QPWS,2005-11-29,2005-11-29,70,844.723384
Herberton Range State Forest/2005/W/1,WF,OUT,QPWS,2005-11-29,2005-11-29,95,224.2497482
Whetstone/2005/W/1,WF,OUT,QPWS,2005-11-30,2005-11-30,100,44.64604465
Sonoma State Forest/2005/W/1,WF,OUT,QPWS,2005-12-03,2005-12-03,60,6786.148877
Byfield National Park/2005/W/1,WF,OUT,QPWS,2005-12-04,2005-12-04,60,26.00767248
Bringalily State Forest/2005/W/1,WF,OUT,QPWS,2005-12-05,2005-12-05,100,1.10923243
Yelarbon State Forest/2005/W/2,WF,OUT,QPWS,2005-12-05,2005-12-05,90,8.64945455
Mapleton National Park/2005/W/1,WF,OUT,QPWS,2005-12-05,2005-12-05,90,14.3826407
Crediton State Forest/2006/W/1,WF,OUT,QPWS,2005-12-06,2005-12-06,60,10086.16445
Theodore State Forest/2005/W/1,WF,OUT,QPWS,2005-12-08,2005-12-08,25,20.45270834
Barakula State Forest/2006/W/2,WF,OUT,QPWS,2005-12-10,2005-12-10,75,2465.317123
Byfield State Forest/2005/W/1,WF,OUT,QPWS,2005-12-11,2005-12-11,80,8975.380909
Ben Mohr State Forest/2006/W/1,WF,OUT,QPWS,2005-12-12,2005-12-12,85,1415.54198
Mount Archer National Park/2005/W/3,WF,OUT,QPWS,2005-12-13,2005-12-13,80,449.1044367
Blackbraes Regional Park/2005/W/2,WF,OUT,QPWS,2005-12-13,2005-12-13,90,16011.38239
Mia Mia State Forest/2006/W/1,WF,OUT,QPWS,2005-12-14,2005-12-14,85,666.6715547
Mount Windsor National Park/2006/W/1,WF,OUT,QPWS,2005-12-14,2005-12-14,75,42976.9823
Gadgarra National Park/2005/W/2,WF,OUT,QPWS,2005-12-14,2005-12-14,90,5.26705041
Gadgarra National Park/2005/W/3,WF,OUT,QPWS,2005-12-14,2005-12-14,80,11.55839989
Girringun National Park/2005/W/6,WF,OUT,QPWS,2005-12-14,2005-12-14,70,2010.193799
Expedition (Limited Depth) National Park/2005/W/1,WF,OUT,QPWS,2005-12-15,2005-12-15,25,546.9958868
Bell Creek Regional Park/2005/W/1,WF,OUT,QPWS,2005-12-16,2005-12-16,100,0.3621418
Braemar State Forest/2005/W/1,WF,OUT,QPWS,2005-12-17,2005-12-17,100,0.31212615
Great Sandy National Park/2006/W/1,WF,OUT,QPWS,2005-12-18,2005-12-18,70,9510.529514
Undara Volcanic National Park/2005/W/2,WF,OUT,QPWS,2005-12-18,2005-12-18,100,15597.24854
Littabella National Park/2005/W/1,WF,OUT,QPWS,2005-12-19,2005-12-19,80,2241.878272
Great Sandy National Park/2006/W/2,WF,OUT,QPWS,2005-12-19,2005-12-19,90,2.6973086
Wongi National Park/2005/W/2,WF,OUT,QPWS,2005-12-19,2005-12-19,75,294.4074024
Narrien Range National Park/2005/W/1,WF,OUT,QPWS,2005-12-19,2005-12-19,80,13149.71716
Conway National Park/2006/W/1,WF,OUT,QPWS,2005-12-19,2005-12-19,90,64.21791522
Tully Falls National Park/2005/W/1,WF,OUT,QPWS,2005-12-19,2005-12-19,80,801.0967884
Girringun National Park/2006/W/1,WF,OUT,QPWS,2005-12-19,2005-12-19,80,2686.771078
Auburn/2006/W/1,WF,OUT,QPWS,2005-12-20,2005-12-20,95,1158.89495
Girringun National Park/2005/W/7,WF,OUT,QPWS,2005-12-20,2005-12-20,60,640.1250101
Gympie/2006/W/1,WF,OUT,QPWS,2005-12-21,2005-12-21,100,0.28846993
Blackdown Tableland National Park/2005/W/1,WF,OUT,QPWS,2005-12-21,2005-12-21,90,11096.89138
Ngalba Bulal National Park/2006/W/1,WF,OUT,QPWS,2005-12-21,2005-12-21,90,516.6173335
Castle Tower National Park/2005/W/1,WF,OUT,QPWS,2005-12-23,2005-12-23,60,633.1929814
Goodedulla National Park/2006/W/1,WF,OUT,QPWS,2005-12-23,2005-12-23,100,47.03958461
Rundle State Forest/2005/W/1,WF,OUT,QPWS,2005-12-23,2005-12-23,70,1832.40868
Girraween National Park/2005/W/1,WF,OUT,QPWS,2005-12-24,2005-12-24,70,912.4360304
Carnarvon Gorge/2005/W/2,WF,OUT,QPWS,2005-12-25,2005-12-25,100,3.81690718
Lockyer National Park/2005/W/4,WF,OUT,QPWS,2005-12-27,2005-12-27,70,203.1350255
Carnarvon National Park/2006/W/2,WF,OUT,QPWS,2005-12-27,2005-12-27,75,12953.42415
Auburn State Forest/2006/W/1,WF,OUT,QPWS,2005-12-27,2005-12-27,90,8118.443797
Forty Mile Scrub National Park/2005/W/2,WF,OUT,QPWS,2005-12-27,2005-12-27,100,1484.217656
Dykehead State Forest/2006/W/1,WF,OUT,QPWS,2005-12-29,2005-12-29,90,693.0417832
Mapleton National Park/2006/W/1,WF,OUT,QPWS,2006-01-01,2006-01-01,90,121.9694957
Homevale Regional Park 2/2006/W/1,WF,OUT,QPWS,2006-01-02,2006-01-02,75,6355.6993
Whetstone State Forest/2005/W/1,WF,OUT,QPWS,2006-01-03,2006-01-03,100,4.86597487
Danbulla West Forest Reserve/2006/W/1,WF,OUT,QPWS,2006-01-03,2006-01-03,90,3224.01901
Barakula State Forest/2006/W/3,WF,OUT,QPWS,2006-01-04,2006-01-04,85,309.4127517
Formartine State Forest/2006/W/1,WF,OUT,QPWS,2006-01-07,2006-01-07,90,471.0773471
Herberton Range State Forest/2006/W/1,WF,OUT,QPWS,2006-01-07,2006-01-07,85,1102.722509
Barakula State Forest/2006/W/1,WF,OUT,QPWS,2006-01-17,2006-01-17,90,763.3695243
Bowling Green Bay National Park/2006/W/1,WF,OUT,QPWS,2006-01-18,2006-01-18,95,400.0278626
Woroon State Forest 2/2006/W/1,WF,OUT,QPWS,2006-01-26,2006-01-26,80,3435.537747
Mount Archer State Forest/2006/W/1,WF,OUT,QPWS,2006-01-27,2006-01-27,85,120.6436794
Woroon National Park/2006/W/1,WF,OUT,QPWS,2006-02-01,2006-02-01,80,281.2942993
Oakvale State Forest/2006/W/1,WF,OUT,QPWS,2006-02-02,2006-02-02,85,1389.142999
Mount Archer National Park/2006/W/1,WF,OUT,QPWS,2006-02-06,2006-02-06,90,222.5404314
Mount Archer National Park/2006/W/2,WF,OUT,QPWS,2006-02-06,2006-02-06,40,14.56876946
Barakula State Forest/2005/W/4,WF,OUT,QPWS,2006-02-10,2006-02-10,85,286.5091324
Barakula State Forest/2005/W/5,WF,OUT,QPWS,2006-02-14,2006-02-14,50,1.48397015
Mount Archer National Park/2006/W/3,WF,OUT,QPWS,2006-02-17,2006-02-17,80,1638.68725
Burrum Coast National Park/2006/W/1,WF,OUT,QPWS,2006-02-19,2006-02-19,75,10.95513777
Vandyke Creek Regional Park/2006/W/1,WF,OUT,QPWS,2006-03-02,2006-03-02,65,159.543543
Royton Timber Reserve/2006/W/1,WF,OUT,QPWS,2006-03-03,2006-03-03,70,307.0182787
Lockyer National Park/2006/W/1,WF,OUT,QPWS,2006-03-18,2006-03-18,60,453.7389602
Glass House Mountains National Park/2006/W/2,WF,OUT,QPWS,2006-04-03,2006-04-03,90,30.92254182
Cherbourg Regional Park/2006/W/1,WF,OUT,QPWS,2006-04-09,2006-04-09,90,0.15444486
Wondai State Forest/2006/W/2,WF,OUT,QPWS,2006-04-09,2006-04-09,70,156.5964219
Nangur National Park/2006/W/1,WF,OUT,QPWS,2006-04-10,2006-04-10,90,99.09832116
McEuen State Forest/2006/W/1,WF,OUT,QPWS,2006-04-11,2006-04-11,90,137.3437463
Wondai State Forest/2006/W/1,WF,OUT,QPWS,2006-04-22,2006-04-22,90,65.97230898
Tamborine National Park/2006/W/2,WF,OUT,QPWS,2006-04-25,2006-04-25,75,0.42182143
Glass House Mountains National Park/2006/W/1,WF,OUT,QPWS,2006-04-26,2006-04-26,99,144.7943663
Glass House Mountains National Park/2006/W/3,WF,OUT,QPWS,2006-04-27,2006-04-27,95,134.6080481
Lockyer National Park/2006/W/2,WF,OUT,QPWS,2006-04-29,2006-04-29,80,530.8286429
Lockyer National Park/2006/W/6,WF,OUT,QPWS,2006-04-29,2006-04-29,80,470.3119247
Oakview National Park/2006/W/1,WF,OUT,QPWS,2006-05-01,2006-05-01,80,691.1238747
Wrattens/2006/W/2,WF,OUT,QPWS,2006-05-01,2006-05-01,70,32.07513994
Wrattens National Park/2006/W/1,WF,OUT,QPWS,2006-05-02,2006-05-02,60,282.7613545
Wondai/2006/W/1,WF,OUT,QPWS,2006-05-03,2006-05-03,50,99.60538528
Yabba State Forest/2006/W/1,WF,OUT,QPWS,2006-05-04,2006-05-04,80,921.7624474
Wrattens/2006/W/1,WF,OUT,QPWS,2006-05-06,2006-05-06,60,34.50540837
Dularcha National Park/2006/W/1,WF,OUT,QPWS,2006-05-07,2006-05-07,95,44.90223311
Benarkin State Forest/2006/W/1,WF,OUT,QPWS,2006-05-08,2006-05-08,100,7.46629644
Wondai State Forest/2006/W/3,WF,OUT,QPWS,2006-05-09,2006-05-09,95,0.3107219
Daisy Hill Regional Park/2006/W/1,WF,OUT,QPWS,2006-05-10,2006-05-10,100,0.04543988
Conondale National Park/2006/W/3,WF,OUT,QPWS,2006-05-10,2006-05-10,1,0.50167878
Conondale National Park/2006/W/4,WF,OUT,QPWS,2006-05-10,2006-05-10,1,3.00859885
Bribie Island National Park/2006/W/1,WF,OUT,QPWS,2006-05-15,2006-05-15,95,1.03815822
Lockyer National Park/2006/W/3,WF,OUT,QPWS,2006-05-29,2006-05-29,80,661.3381718
Bribie Island National Park/2006/W/2,WF,OUT,QPWS,2006-05-29,2006-05-29,60,0.24797851
Bania National Park/2006/W/1,WF,OUT,QPWS,2006-05-31,2006-05-31,100,1191.781702
Nerang National Park/2006/W/1,WF,OUT,QPWS,2006-06-04,2006-06-04,60,0.0213055
Imbil State Forest 1/2006/W/1,WF,OUT,QPWS,2006-06-06,2006-06-06,1,0.13490615
Deepwater National Park/2006/W/2,WF,OUT,QPWS,2006-06-06,2006-06-06,85,278.7427415
Daisy Hill-Venman/2006/W/1,WF,OUT,QPWS,2006-07-10,2006-07-10,80,0.17771522
Lamington National Park/2006/W/5,WF,OUT,QPWS,2006-07-12,2006-07-12,85,126.5005451
Bellthorpe National Park/2006/W/1,WF,OUT,QPWS,2006-07-12,2006-07-12,60,371.5489638
Royton Timber Reserve/2006/W/2,WF,OUT,QPWS,2006-07-24,2006-07-24,60,106.3420357
Lockyer National Park/2006/W/4,WF,OUT,QPWS,2006-08-01,2006-08-01,70,27.74846098
Venman Bushland National Park/2006/W/1,WF,OUT,QPWS,2006-08-07,2006-08-07,80,0.02931476
Yandaran State Forest/2006/W/1,WF,OUT,QPWS,2006-08-07,2006-08-07,60,0.7310462
Beeron National Park/2006/W/1,WF,OUT,QPWS,2006-08-07,2006-08-07,90,3607.368995
Bellthorpe National Park/2006/W/2,WF,OUT,QPWS,2006-08-08,2006-08-08,90,1.12884178
Mount Rosey Regional Park/2006/W/1,WF,OUT,QPWS,2006-08-08,2006-08-08,80,1840.217176
D'Aguilar South/2006/W/1,WF,OUT,QPWS,2006-08-11,2006-08-11,100,14.47614255
Ravensbourne National Park/2006/W/1,WF,OUT,QPWS,2006-08-11,2006-08-11,80,4.10788585
Great Sandy National Park/2006/W/3,WF,OUT,QPWS,2006-08-11,2006-08-11,90,384.3312801
