label,type,burnstatus,owning_age,StartDate,EndDate,pct_burn,area_ha
Mount Coolum National Park/NP/W/2016/003,WF,OUT,QPWS,2016-07-02,2016-07-05,100,0.0509818
Mount Coolum National Park/NP/W/2016/002,WF,OUT,QPWS,2016-07-02,2016-07-04,100,0.02301275
Mount Coolum National Park/NP/W/2016/001,WF,OUT,QPWS,2016-07-05,2016-07-05,90,0.04441042
Olkola National Park (Cape York Peninsula Aboriginal Land)/NP/W/2017/001,WF,OUT,QPWS,2016-07-20,2016-08-12,80,54685.7382
Mount Barney National Park/NP/W/2016/001,WF,OUT,QPWS,2016-07-28,2016-08-01,95,59.789483
Drynans/NP/W/2016/001,WF,OUT,QPWS,2016-08-01,2016-08-10,60,24.75576559
Mooloolah River National Park/NP/W/2016/001,WF,OUT,QPWS,2016-08-06,2016-08-06,100,0.16657672
Gatton National Park/NP/W/2016/001,WF,OUT,QPWS,2016-08-07,2016-09-02,100,407.9894726
Gatton National Park/NP/W/2016/002,WF,OUT,QPWS,2016-08-11,2016-08-11,0,0.0559946
Benarkin State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-08-14,2016-08-13,80,108.483635
Wonbah/NP/W/2016/001,WF,OUT,QPWS,2016-08-15,2015-09-30,50,3.42205005
Karinya/NP/W/2016/001,WF,OUT,QPWS,2016-08-17,2016-08-22,70,411.8337087
Staaten River National Park/NP/W/2016/001,WF,OUT,QPWS,2016-08-22,2016-08-25,80,1882.347709
Conondale National Park/NP/W/2016/001,WF,OUT,QPWS,2016-08-23,2016-09-09,70,37.47851437
Glass House Mountains National Park/NP/W/2016/002,WF,OUT,QPWS,2016-08-27,2016-09-02,90,0.09920497
Bellthorpe National Park/NP/W/2016/001,WF,OUT,QPWS,2016-08-28,2016-09-01,100,15.86645384
Staaten River National Park/NP/W/2016/002,WF,OUT,QPWS,2016-08-31,2016-09-20,80,5005.537463
Burrum Coast National Park/NP/W/2016/001,WF,OUT,QPWS,2016-08-31,2016-10-31,100,135.8256137
Batavia National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/001,WF,OUT,QPWS,2016-09-01,2016-09-19,65,2958.54025
Palmer Goldfield Regional Park/NP/W/2016/001,WF,OUT,QPWS,2016-09-02,2016-09-03,60,384.8671299
Conondale National Park/NP/W/2016/002,WF,OUT,QPWS,2016-09-04,2016-09-05,90,3.54946593
Cape Melville National Park (Cape York Peninsula Aboriginal Land)/NP/W/2017/001,WF,OUT,QPWS,2016-09-05,2016-11-24,0,119337.2342
Oyala Thumotang National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/004,WF,OUT,QPWS,2016-09-13,2016-09-23,45,4985.705431
Wondai State Forest/NP/W/2016/002,WF,OUT,QPWS,2016-09-14,2016-09-16,80,6.27655974
Bateman/NP/W/2016/001,WF,OUT,QPWS,2016-09-14,2016-09-24,65,1061.573359
Palmer Goldfield Regional Park/NP/W/2016/002,WF,OUT,QPWS,2016-09-19,2016-09-28,70,799.2131607
Staaten River National Park/NP/W/2016/003,WF,OUT,QPWS,2016-09-19,2016-11-21,80,461651.1505
Sandfly Creek (South Bank of Ross River )/NP/W/2016/001,WF,OUT,QPWS,2016-09-23,2016-08-30,95,85.74701455
Tewantin National Park/NP/W/2016/001,WF,OUT,QPWS,2016-09-23,2016-09-25,100,1.03786116
Conondale National Park/NP/W/2016/003,WF,OUT,QPWS,2016-09-25,2016-10-24,75,172.8396966
Poona National Park/NP/W/2016/001,WF,OUT,QPWS,2016-09-25,2016-10-31,95,872.9431265
Batavia National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/002,WF,OUT,QPWS,2016-09-26,2016-10-06,70,1921.890647
Palmer Goldfield Regional Park/NP/W/2016/003,WF,OUT,QPWS,2016-09-26,2016-09-30,75,1850.68061
Black Mountain Roadside/NP/W/2016/001,WF,OUT,QPWS,2016-09-26,2016-10-07,75,22.22574573
Warro National Park/NP/W/2016/001,WF,OUT,QPWS,2016-09-27,2016-10-02,75,294.9347736
Eurimbula National Park/NP/W/2016/003,WF,OUT,QPWS,2016-09-27,2016-10-03,90,946.0381343
Girringun National Park/NP/W/2016/001,WF,OUT,QPWS,2016-09-28,2016-10-10,80,56.99963717
Beeron National Park/NP/W/2016/001,WF,OUT,QPWS,2016-09-28,2016-10-19,80,3636.409327
Maleny National Park/NP/W/2016/001,WF,OUT,QPWS,2016-09-28,2016-10-03,95,18.42501689
Undara Volcanic National Park/NP/W/2016/001,WF,OUT,QPWS,2016-09-28,2016-10-07,80,4815.652945
Annan River (Yuku Baja-Muliku) Regional Park/NP/W/2017/001,WF,OUT,QPWS,2016-09-28,2016-10-09,80,773.7656198
Wrattens National Park/NP/W/2016/001,WF,OUT,QPWS,2016-09-28,2016-10-07,60,548.1104211
Isla Gorge National Park/NP/W/2016/001,WF,OUT,QPWS,2016-09-28,2016-10-04,80,272.0497275
Palmer Goldfield Regional Park/NP/W/2016/004,WF,OUT,QPWS,2016-09-29,2016-10-03,90,7130.502639
Diaper State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-09-29,2016-10-03,60,593.8923617
Bania National Park/NP/W/2016/005,WF,OUT,QPWS,2016-09-30,2016-09-30,60,117.2287234
Gurgeena Regional Park/NP/W/2016/001,WF,OUT,QPWS,2016-09-30,2016-09-30,75,299.5475145
Tewantin National Park/NP/W/2016/002,WF,OUT,QPWS,2016-10-01,2016-10-01,90,0.83698069
Brooyar State Forest 1/NP/W/2016/001,WF,OUT,QPWS,2016-10-01,2016-10-01,90,0.08568389
Neerdie State Forest 2/NP/W/2016/001,WF,OUT,QPWS,2016-10-01,2016-10-24,60,546.5931593
Conondale National Park/NP/W/2016/004,WF,OUT,QPWS,2016-10-01,2016-10-15,80,913.3096389
Sandfly Creek (South Bank of Ross River )/NP/W/2016/002,WF,OUT,QPWS,2016-10-02,2016-10-02,90,36.77733121
Wongi State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-10-02,2016-11-03,75,1796.995569
D'Aguilar National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-02,2016-10-03,100,0.01149688
Sandfly Creek (South Bank of Ross River )/NP/W/2016/003,WF,OUT,QPWS,2016-10-02,2016-10-02,80,283.0842515
Koombooloomba National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-03,2016-10-19,70,904.8754089
Bulburin access part to be added to Bulburin NP (Full lot shown)/NP/W/2016/001,WF,OUT,QPWS,2016-10-06,2016-10-17,75,1488.819054
Bare Hill Regional Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-06,2016-10-15,80,973.9612444
Mapleton National Park/NP/W/2016/002,WF,OUT,QPWS,2016-10-06,2016-10-10,95,0.55351812
Bania National Park/NP/W/2016/002,WF,OUT,QPWS,2016-10-06,2016-10-18,85,2028.674643
USL adjoining Bouldercombe Regional Park 2/NP/W/2016/001,WF,OUT,QPWS,2016-10-07,2016-10-26,80,511.7260626
Kroombit Tops National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-07,2017-02-02,50,7.0638909
Conondale National Park/NP/W/2016/005,WF,OUT,QPWS,2016-10-07,2016-12-10,70,4260.454997
Imbil State Forest 1/NP/W/2016/001,WF,OUT,QPWS,2016-10-08,2016-10-14,90,81.00597702
Bellthorpe National Park/NP/W/2016/002,WF,OUT,QPWS,2016-10-08,2016-11-01,95,339.455668
Wondai State Forest/NP/W/2016/003,WF,OUT,QPWS,2016-10-08,2016-10-17,80,111.8114639
Dan Dan State Forest/NP/W/2016/004,WF,OUT,QPWS,2016-10-09,2016-10-24,70,56.7033023
Dan Dan State Forest/NP/W/2016/003,WF,OUT,QPWS,2016-10-09,2017-01-10,70,52.86577347
Conondale National Park/NP/W/2016/006,WF,OUT,QPWS,2016-10-09,2016-10-14,70,2.95467446
Batavia National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/003,WF,OUT,QPWS,2016-10-10,2016-10-17,75,4640.113122
Tewantin National Park/NP/W/2016/003,WF,OUT,QPWS,2016-10-10,2016-10-17,90,10.06710828
Sandy Creek Road/NP/W/2016/001,WF,OUT,QPWS,2016-10-10,2016-11-04,90,386.6245118
East Nanango State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-10-10,2016-10-17,75,449.9918619
South Stradbroke Island Regional Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-11,2016-10-11,0,0.00789791
Sandy Creek Road North/NP/W/2016/001,WF,OUT,QPWS,2016-10-11,2016-11-14,90,995.1597067
Squirrel Creek State Forest/NP/W/2016/002,WF,OUT,QPWS,2016-10-11,2016-11-11,85,807.9244411
Squirrel Creek State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-10-11,2016-10-24,75,2174.482069
Gadgarra National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-13,2016-10-16,80,55.51246376
BRandons Road Arson 2/NP/W/2016/001,WF,OUT,QPWS,2016-10-13,2016-10-14,100,15.33217839
Bellthorpe National Park/NP/W/2016/003,WF,OUT,QPWS,2016-10-13,2016-10-17,95,14.88391025
Bellthorpe National Park/NP/W/2016/004,WF,OUT,QPWS,2016-10-13,2016-10-04,90,50.11008627
Carnarvon National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-14,2016-11-02,70,505.6165062
Royton Timber Reserve/NP/W/2016/001,WF,OUT,QPWS,2016-10-15,2016-10-20,80,1425.631963
Burrum Coast National Park/NP/W/2016/002,WF,OUT,QPWS,2016-10-15,2016-10-24,80,1226.993994
Mapleton National Park/NP/W/2016/003,WF,OUT,QPWS,2016-10-15,2016-11-06,90,1134.272754
Bowling Green Bay National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-15,2016-10-19,75,2.7161531
Vernon State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-10-16,2016-10-31,100,10.98472381
Ravenshoe Forest Reserve 1/NP/W/2016/001,WF,OUT,QPWS,2016-10-17,2016-10-25,95,3096.540556
Dularcha National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-17,2016-10-23,100,0.80385041
KULLA (McIlwraith Range) National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/004,WF,OUT,QPWS,2016-10-17,2017-10-16,75,16116.01063
KULLA (McIlwraith Range) National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/003,WF,OUT,QPWS,2016-10-17,2016-11-01,70,36761.39205
Carnarvon National Park/NP/W/2016/002,WF,OUT,QPWS,2016-10-18,2016-11-08,80,376.3228804
Girringun National Park/NP/W/2016/002,WF,OUT,QPWS,2016-10-19,2016-11-23,100,15849.85334
Girramay National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-20,2016-10-26,30,34.08417117
Littleton North/NP/W/2016/001,WF,OUT,QPWS,2016-10-20,2016-11-28,70,58120.2239
Wongi National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-21,2016-11-30,100,0.89698332
Boodjamulla (Lawn Hill) National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-21,2016-10-29,80,2806.564898
Kutini-Payamu (Iron Range) National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/001,WF,OUT,QPWS,2016-10-21,2016-11-04,50,2092.623156
Bellthorpe National Park/NP/W/2016/005,WF,OUT,QPWS,2016-10-22,2016-11-29,90,1062.726739
Main Range National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-24,2016-11-06,80,650.305453
KULLA (McIlwraith Range) National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/005,WF,OUT,QPWS,2016-10-24,2016-11-08,90,24583.40702
Palmtree/NP/W/2016/001,WF,OUT,QPWS,2016-10-25,2016-11-05,1,0.04494369
Palm Tree/NP/W/2016/001,WF,OUT,QPWS,2016-10-25,2016-11-16,100,862.9581161
Curra State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-10-25,2016-11-26,70,28.52557371
Palmer Goldfield Regional Park/NP/W/2016/005,WF,OUT,QPWS,2016-10-26,2016-11-09,75,148.1201955
Olkola (Kurrumbila) Regional Park 1/NP/W/2017/001,WF,OUT,QPWS,2016-10-26,2016-11-09,60,424251.3294
Errk Oykangand National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/001,WF,OUT,QPWS,2016-10-27,2016-11-04,70,32803.46848
Sir Charles Hardy Group National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-28,2016-10-28,100,67.67041768
Zamia State Forest/NP/W/2016/002,WF,OUT,QPWS,2016-10-28,2016-11-11,70,402.8843068
Cushnie State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-10-28,2016-11-08,80,575.204263
Noosa National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-29,2016-11-07,95,42.29486773
Jimna State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-10-29,2016-12-02,50,390.0810787
Kumbarilla State Forest/NP/W/2016/002,WF,OUT,QPWS,2016-10-30,2017-01-13,80,1992.759719
D'Aguilar National Park/NP/W/2016/002,WF,OUT,QPWS,2016-10-30,2016-11-15,95,2.11751294
Girringun National Park/NP/W/2016/003,WF,OUT,QPWS,2016-10-30,2016-11-17,80,36.63230881
Gadgarra National Park/NP/W/2016/002,WF,OUT,QPWS,2016-10-30,2016-11-01,90,122.2275422
Noosa National Park/NP/W/2016/002,WF,OUT,QPWS,2016-10-30,2016-11-10,90,44.01240518
Conondale National Park/NP/W/2016/007,WF,OUT,QPWS,2016-10-30,2016-12-09,75,346.7599611
NorthCardwellRange/NP/W/2016/001,WF,OUT,QPWS,2016-10-30,2016-11-12,80,480.3783472
Sheehans/NP/W/2016/001,WF,OUT,QPWS,2016-10-31,2016-11-04,60,66.56068905
Cordalba State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-10-31,2016-11-10,80,473.2298384
Girringun National Park/NP/W/2017/004,WF,OUT,QPWS,2016-10-31,2016-10-31,70,138.5787384
Paluma Range National Park/NP/W/2016/001,WF,OUT,QPWS,2016-10-31,2016-11-29,90,634.7355243
Boodjamulla (Lawn Hill) National Park/NP/W/2016/002,WF,OUT,QPWS,2016-10-31,2016-11-06,60,161.8712918
Mount Coolum National Park/NP/W/2016/004,WF,OUT,QPWS,2016-11-01,2016-11-12,100,0.6294456
Herberton Range State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-01,2016-11-05,75,169.003517
Mount Coolum National Park/NP/W/2016/006,WF,OUT,QPWS,2016-11-01,2016-11-06,50,0.01272893
Girramay National Park/NP/W/2016/003,WF,OUT,QPWS,2016-11-01,2016-12-23,90,372.8630255
Herberton Range State Forest/NP/W/2016/002,WF,OUT,QPWS,2016-11-01,2016-11-02,70,146.5276482
Wietalaba State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-03,2016-11-24,70,2478.430427
Noosa National Park/NP/W/2016/003,WF,OUT,QPWS,2016-11-04,2016-11-04,100,0.03340704
Girramay National Park/NP/W/2016/002,WF,OUT,QPWS,2016-11-04,2016-11-21,80,70.92636535
Ferntree Creek National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-05,2016-12-12,100,6.81561612
Main Range National Park/NP/W/2016/002,WF,OUT,QPWS,2016-11-05,2017-01-05,0,2.49338374
Wigton State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-05,2016-11-18,90,5738.310776
Squirrel Creek State Forest/NP/W/2016/003,WF,OUT,QPWS,2016-11-05,2016-11-11,100,14.8607627
Mount Coolum National Park/NP/W/2016/005,WF,OUT,QPWS,2016-11-06,2016-11-08,80,0.05176859
Koko State Forest/NP/W/2016/002,WF,OUT,QPWS,2016-11-06,2016-11-10,80,1949.23382
Landing Strip/NP/W/2016/002,WF,OUT,QPWS,2016-11-06,2016-11-12,75,144.9435403
Landing strip/NP/W/2016/001,WF,OUT,QPWS,2016-11-06,2016-11-06,70,0.21106194
Koko State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-06,2016-11-06,60,3.31747985
Conondale National Park/NP/W/2016/010,WF,OUT,QPWS,2016-11-06,2016-12-19,70,2515.254782
Tully Gorge National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-06,2016-11-07,75,0.51807674
Bellthorpe National Park/NP/W/2016/006,WF,OUT,QPWS,2016-11-06,2016-11-25,95,665.8650883
Conondale National Park/NP/W/2016/009,WF,OUT,QPWS,2016-11-06,2016-12-10,75,121.2862655
Conondale National Park/NP/W/2016/008,WF,OUT,QPWS,2016-11-06,2016-12-10,80,533.7565707
Main Range National Park/NP/W/2016/003,WF,OUT,QPWS,2016-11-06,2016-11-06,80,397.3364085
Proposed addition to Girringun NP/NP/W/2016/001,WF,OUT,QPWS,2016-11-07,2016-11-17,75,29.69332193
Herberton Range National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-07,2016-11-09,90,155.6372822
Bania National Park/NP/W/2016/003,WF,OUT,QPWS,2016-11-07,2016-11-23,90,1670.57289
Baywulla State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-07,2015-12-31,70,4462.862022
Mount Perry Timber Reserve/NP/W/2016/001,WF,OUT,QPWS,2016-11-07,2016-11-30,70,4565.763584
Castle Tower National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-07,2016-12-05,70,11314.7889
Oakvale State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-07,2016-11-25,50,226.9015529
Girringun National Park/NP/W/2017/005,WF,OUT,QPWS,2016-11-07,2016-12-07,90,153.8517961
Bania National Park/NP/W/2016/004,WF,OUT,QPWS,2016-11-08,2016-11-23,90,1287.416361
Carnarvon National Park/NP/W/2016/003,WF,OUT,QPWS,2016-11-08,2016-11-08,90,569.5073302
Carnarvon National Park/NP/W/2016/004,WF,OUT,QPWS,2016-11-08,2016-11-15,85,203.5827287
Lamington National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-09,2016-11-23,85,156.7740562
Girramay National Park/NP/W/2016/004,WF,OUT,QPWS,2016-11-10,2016-12-12,95,10.82527054
Hallett State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-10,2016-11-16,80,1030.498047
Barakula State Forest/NP/W/2016/004,WF,OUT,QPWS,2016-11-10,2016-11-18,80,701.6836255
Barakula State Forest/NP/W/2016/003,WF,OUT,QPWS,2016-11-10,2016-11-17,0,71.83116017
Kumbarilla State Forest/NP/W/2016/003,WF,OUT,QPWS,2016-11-10,2016-12-06,80,14.97563825
Bulleringa National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-11,2016-11-22,70,37098.65482
Glass House Mountains National Park/NP/W/2016/003,WF,OUT,QPWS,2016-11-11,2016-11-14,100,4.52822037
Canyon Regional Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-11,2016-12-19,75,49395.39095
Carnarvon National Park/NP/W/2016/005,WF,OUT,QPWS,2016-11-11,2016-11-17,90,2947.290253
Eungella National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-11,2016-11-24,70,88.7751095
Littleton National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-12,2016-11-18,90,11391.89561
Dawson Range State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-12,2016-11-23,80,36206.15537
Mount Archer State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-13,2016-11-24,95,186.6030347
Beninbi State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-13,2016-12-06,90,25.7828674
Wondai State Forest/NP/W/2016/005,WF,OUT,QPWS,2016-11-13,2016-11-15,100,11.74807896
Wondai State Forest/NP/W/2016/004,WF,OUT,QPWS,2016-11-13,2016-11-30,85,1907.413056
Theodore State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-13,2017-01-04,90,22908.18016
Presho State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-14,2016-11-21,5,19.34311964
Staaten River National Park/NP/W/2016/004,WF,OUT,QPWS,2016-11-14,2016-11-23,70,406107.8064
Staaten River National Park/NP/W/2016/005,WF,OUT,QPWS,2016-11-14,2016-12-12,65,184150.9001
Heathlands Regional Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-14,2016-12-20,95,28725.83027
Oyala Thumotang National Park (Cape York Peninsula Aboriginal Land)/NP/W/2016/005,WF,OUT,QPWS,2016-11-14,2016-12-02,90,72326.14377
Thompson Point Rd/NP/W/2016/001,WF,OUT,QPWS,2016-11-14,2016-11-22,90,1012.45439
Carnarvon National Park/NP/W/2016/006,WF,OUT,QPWS,2016-11-14,2016-11-23,70,8848.8748
Carnarvon National Park/NP/W/2016/007,WF,OUT,QPWS,2016-11-14,2016-12-20,70,12619.96837
Mount Archer State Forest/NP/W/2016/002,WF,OUT,QPWS,2016-11-14,2016-11-21,80,186.6030347
Great Sandy National Park/NP/W/2016/003,WF,OUT,QPWS,2016-11-15,2016-11-21,100,0.0603051
Hull River National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-15,2016-11-22,75,23.17366572
Iwasaki/NP/W/2016/001,WF,OUT,QPWS,2016-11-15,2016-11-29,80,1088.338294
Girramay National Park/NP/W/2016/005,WF,OUT,QPWS,2016-11-15,2016-12-12,95,16.02807581
Boxvale State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-15,2015-12-20,70,21957.20801
Macartney State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-15,2016-12-13,80,3761.940362
Possession Island National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-16,2015-07-17,60,64.45928353
Montour State Forest/NP/W/2017/001,WF,OUT,QPWS,2016-11-16,2016-11-01,0,5454.447231
Main Range National Park/NP/W/2016/004,WF,OUT,QPWS,2016-11-17,2016-12-30,80,5662.871958
Kuranda West Forest Reserve/NP/W/2016/001,WF,OUT,QPWS,2016-11-18,2016-11-20,90,977.7611175
Stephenton State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-19,2016-11-24,70,222.8753262
Grongah National Park/NP/W/2016/002,WF,OUT,QPWS,2016-11-19,2016-11-26,70,736.025384
Curra State Forest/NP/W/2016/002,WF,OUT,QPWS,2016-11-19,2016-11-25,80,18.32929269
Grongah National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-21,2016-11-26,70,1368.519702
Jardine River Regional Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-23,2016-12-20,95,9178.297084
Bowling Green Bay National Park/NP/W/2016/002,WF,OUT,QPWS,2016-11-23,2016-11-28,75,145.2302938
Heathlands Regional Park/NP/W/2017/001,WF,OUT,QPWS,2016-11-23,2016-12-03,90,792.2130636
Belington Hut State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-23,2016-12-09,50,2050.7951
Mount Archer National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-24,2016-12-07,100,144.9568808
Banks Creek/NP/W/2016/001,WF,OUT,QPWS,2016-11-24,2016-12-16,90,745.4175516
Mount Barney National Park/NP/W/2016/002,WF,OUT,QPWS,2016-11-24,2016-12-15,95,82.83039552
Bania National Park/NP/W/2016/006,WF,OUT,QPWS,2016-11-25,2016-11-28,75,188.0060181
Mt Molloy land - Proposed Mount Molloy National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-27,2016-11-29,80,345.5170911
Mt Cook/NP/W/2016/001,WF,OUT,QPWS,2016-11-27,2016-12-01,45,88.72525096
Mount Coolum National Park/NP/W/2016/007,WF,OUT,QPWS,2016-11-28,2016-12-02,90,51.56224054
Girraween National Park/NP/W/2016/001,WF,OUT,QPWS,2016-11-29,2016-11-29,0,0.03792362
Grosvenor Timber Reserve/NP/W/2016/001,WF,OUT,QPWS,2016-11-30,2016-11-30,70,9793.13785
McLeay State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-11-30,2016-12-04,60,1.29372502
Girringun National Park/NP/W/2017/001,WF,OUT,QPWS,2016-11-30,2017-01-06,85,950.1220472
Naree Budjong Djara National Park/NP/W/2016/001,WF,OUT,QPWS,2016-12-01,2016-12-06,85,0.53392266
Coominglah State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-12-01,2016-12-16,80,1115.839358
Coominglah State Forest/NP/W/2016/002,WF,OUT,QPWS,2016-12-01,2016-12-16,80,1114.059055
Booyal State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-12-01,2016-12-03,80,178.5950149
Bandana State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-12-01,2016-12-15,70,649.4133048
Carnarvon National Park/NP/W/2016/008,WF,OUT,QPWS,2016-12-01,2016-12-20,70,5773.395249
Oakvale State Forest/NP/W/2016/002,WF,OUT,QPWS,2016-12-01,2016-12-22,50,10785.7061
SW Tip Barakula/NP/W/2016/001,WF,OUT,QPWS,2016-12-01,2015-12-08,80,3300.582166
Great Sandy National Park/NP/W/2016/005,WF,OUT,QPWS,2016-12-01,2017-01-25,80,12235.109
Great Sandy National Park/NP/W/2016/004,WF,OUT,QPWS,2016-12-01,2016-12-08,90,174.4813072
Kumbarilla State Forest/NP/W/2016/004,WF,OUT,QPWS,2016-12-02,2017-01-19,70,7076.804867
Hull River National Park/NP/W/2016/002,WF,OUT,QPWS,2016-12-02,2016-12-04,60,4.05814963
Great Sandy National Park/NP/W/2016/006,WF,OUT,QPWS,2016-12-02,2016-12-06,100,8.50524607
Bulburin access part to be added to Bulburin NP (Full lot shown)/NP/W/2016/002,WF,OUT,QPWS,2016-12-02,2016-12-15,75,10316.13372
Paluma Range National Park/NP/W/2016/002,WF,OUT,QPWS,2016-12-02,2016-12-03,90,97.02669015
Nature Refuge/NP/W/2016/001,WF,OUT,QPWS,2016-12-02,2016-12-22,50,0.00541987
Dawes National Park/NP/W/2016/006,WF,OUT,QPWS,2016-12-02,2017-01-05,50,641.367955
Great Sandy National Park/NP/W/2016/007,WF,OUT,QPWS,2016-12-02,2016-12-26,80,527.420443
Byfield State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-12-02,2016-12-14,85,14361.58237
Whetstone State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-12-04,2016-12-19,100,26.65076656
Bringalily State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-12-04,2016-12-23,95,6241.101219
Girraween National Park/NP/W/2017/001,WF,OUT,QPWS,2016-12-04,2016-12-05,0,0.13430945
Beilba State Forest/NP/W/2016/002,WF,OUT,QPWS,2016-12-04,2016-12-27,80,4192.010784
Western Creek State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-12-04,2016-01-05,80,2.21452269
Glastonbury National Park/NP/W/2016/001,WF,OUT,QPWS,2016-12-04,2016-12-23,70,17.24709313
Redrock State Forest/NP/W/2016/001,WF,OUT,QPWS,2016-12-05,2016-12-15,80,356.5169699
Bouldercombe Gorge Regional Park 2/NP/W/2016/001,WF,OUT,QPWS,2016-12-05,2016-12-09,80,43.86737389
Jardine River National Park/NP/W/2016/001,WF,OUT,QPWS,2016-12-05,2016-12-20,95,11134.45206
Twelve Mile Range/NP/W/2016/001,WF,OUT,QPWS,2016-12-05,2016-12-12,75,52397.95118
Wonbah State Forest 2/NP/W/2016/001,WF,OUT,QPWS,2016-12-05,2017-01-06,80,1608.230886
Blackbraes National Park/NP/W/2016/001,WF,OUT,QPWS,2016-12-05,2016-12-20,85,9525.840269
Barakula State Forest/NP/W/2016/005,WF,OUT,QPWS,2016-12-05,2016-12-15,90,1213.361278
Hinchinbrook Island National Park/NP/W/2017/008,WF,OUT,QPWS,2016-12-05,2016-12-06,60,114.1061188
Herbertvale/NP/W/2016/002,WF,OUT,QPWS,2016-12-05,2016-12-10,70,9203.805821
Herbertvale/NP/W/2016/001,WF,OUT,QPWS,2016-12-05,2016-12-09,70,9291.577482
Bowling Green Bay National Park/NP/W/2016/004,WF,OUT,QPWS,2016-12-06,2016-12-07,50,112.470516
421 Round Mountain Road Pinnacles/NP/W/2016/001,WF,OUT,QPWS,2016-12-06,2016-12-09,80,1163.674379
Bulleringa National Park/NP/W/2016/002,WF,OUT,QPWS,2016-12-06,2016-12-12,75,7855.908381
